duplication_type	pair_age	gene1	gene2	Ks
TRD	old	Pbre1_15G694400	Pbre1_05G202400	0.445919
TD	young	Pbre1_15G490000	Pbre1_15G490200	0.108162
PD	young	Pbre1_02G061000	Pbre1_02G062400	0.0182319
TD	old	Pbre1_10G328000	Pbre1_10G328200	0.282409
TD	old	Pbre1_12G082800	Pbre1_12G083000	0.299772
TD	old	Pbre1_17G360200	Pbre1_17G360400	0.257427
TD	old	Pbre1_10G567400	Pbre1_10G567600	0.343346
TD	old	Pbre1_16G319800	Pbre1_16G320000	0.45292
TRD	old	Pbre1_15G779200	Pbre1_14G032000	0.153325
TD	old	Pbre1_10G031800	Pbre1_10G032000	0.14234
PD	young	Pbre1_17G462200	Pbre1_17G462800	0.0555503
PD	young	Pbre1_14G107600	Pbre1_14G108000	0.087093
TRD	young	Pbre1_10G164800	Pbre1_01G036600	0.07157
PD	old	Pbre1_11G224200	Pbre1_11G224600	0.173821
TD	old	Pbre1_15G412400	Pbre1_15G412600	0.133563
TD	old	Pbre1_08G384600	Pbre1_08G384800	0.332465
TRD	old	Pbre1_11G420200	Pbre1_15G429800	0.334782
TRD	old	Pbre1_13G010600	Pbre1_06G397000	0.120045
TD	young	Pbre1_14G275200	Pbre1_14G275400	0.0525915
PD	young	Pbre1_05G226800	Pbre1_05G227600	0.103685
PD	old	Pbre1_11G443800	Pbre1_11G445000	0.0576647
PD	old	Pbre1_10G348600	Pbre1_10G349000	0.133817
TRD	old	Pbre1_01G029400	Pbre1_02G237800	0.234654
TD	old	Pbre1_08G030200	Pbre1_08G030400	0.318076
TRD	young	Pbre1_09G390600	Pbre1_09G246600	0.109526
TD	old	Pbre1_01G342200	Pbre1_01G342400	0.0611801
TRD	old	Pbre1_12G226800	Pbre1_11G044000	0.337194
PD	young	Pbre1_16G325800	Pbre1_16G326200	0.0200893
PD	young	Pbre1_09G467800	Pbre1_09G468400	0.01708
TD	old	Pbre1_11G117600	Pbre1_11G117800	0.137193
PD	young	Pbre1_07G345400	Pbre1_07G345800	0.03541
PD	young	Pbre1_15G127400	Pbre1_15G128000	0.073213
TD	old	Pbre1_06G076000	Pbre1_06G076200	0.130593
TD	young	Pbre1_02G456800	Pbre1_02G457000	0.105073
TRD	old	Pbre1_16G492600	Pbre1_15G109800	0.14779
TRD	old	Pbre1_04G209600	Pbre1_12G244400	0.169811
TD	old	Pbre1_12G434000	Pbre1_12G434200	0.272195
TRD	old	Pbre1_14G165000	Pbre1_12G404800	0.38934
TRD	young	Pbre1_03G295000	Pbre1_12G007200	0.0876502
PD	old	Pbre1_05G038200	Pbre1_05G039200	0.129753
PD	old	Pbre1_10G086600	Pbre1_10G087000	0.214484
PD	old	Pbre1_05G307000	Pbre1_05G308000	0.148059
TRD	old	Pbre1_15G338200	Pbre1_02G088600	0.16844
PD	old	Pbre1_11G047000	Pbre1_11G048800	0.21104
TD	old	Pbre1_01G310800	Pbre1_01G311000	0.223515
TRD	old	Pbre1_06G328400	Pbre1_14G364800	0.225125
TRD	old	Pbre1_09G144800	Pbre1_09G137400	0.202048
TRD	old	Pbre1_11G329800	Pbre1_03G311000	0.238408
PD	young	Pbre1_02G015600	Pbre1_02G016000	0.0922519
PD	old	Pbre1_07G420600	Pbre1_07G421000	0.293137
TD	old	Pbre1_13G351600	Pbre1_13G351800	0.26293
TD	young	Pbre1_05G553800	Pbre1_05G554000	0.0657923
PD	young	Pbre1_13G352800	Pbre1_13G353800	0.0171563
PD	young	Pbre1_10G079800	Pbre1_10G080400	0.0705242
TD	young	Pbre1_10G318000	Pbre1_10G318200	0.0153332
TRD	young	Pbre1_06G130600	Pbre1_05G152400	0.0300069
TRD	young	Pbre1_14G116600	Pbre1_12G114600	0.0719037
TD	old	Pbre1_10G374000	Pbre1_10G374200	0.142123
TD	young	Pbre1_04G023000	Pbre1_04G023200	0.0461407
PD	old	Pbre1_17G454400	Pbre1_17G454800	0.123541
TD	young	Pbre1_04G078200	Pbre1_04G078400	0.0111859
TD	young	Pbre1_08G085000	Pbre1_08G085200	0.0361222
PD	old	Pbre1_13G270200	Pbre1_13G270600	0.112913
TRD	old	Pbre1_10G324200	Pbre1_13G471000	0.127439
TRD	old	Pbre1_14G381200	Pbre1_06G341600	0.248824
TRD	old	Pbre1_07G208600	Pbre1_11G356200	0.237738
TD	young	Pbre1_14G212400	Pbre1_14G212600	0.0744949
TRD	old	Pbre1_11G522000	Pbre1_03G483600	0.163292
PD	old	Pbre1_05G116400	Pbre1_05G116800	0.207573
TRD	old	Pbre1_03G161800	Pbre1_03G048800	0.259897
TRD	old	Pbre1_06G328600	Pbre1_14G364800	0.124016
PD	young	Pbre1_02G032800	Pbre1_02G034400	0.0536831
TD	young	Pbre1_13G070600	Pbre1_13G070800	0.0400604
PD	old	Pbre1_08G031800	Pbre1_08G032400	0.452286
TRD	old	Pbre1_08G212400	Pbre1_01G370200	0.248954
TRD	old	Pbre1_06G116400	Pbre1_15G116800	0.431554
PD	old	Pbre1_05G029000	Pbre1_05G029400	0.122315
TRD	old	Pbre1_02G470400	Pbre1_05G153800	0.303865
PD	young	Pbre1_08G043400	Pbre1_08G044200	0.0397542
TD	old	Pbre1_10G503200	Pbre1_10G503400	0.381889
TD	young	Pbre1_04G299600	Pbre1_04G299800	0.0899729
TRD	old	Pbre1_06G024200	Pbre1_02G504600	0.27512
TD	old	Pbre1_14G260400	Pbre1_14G260600	0.156966
TRD	old	Pbre1_01G047400	Pbre1_15G606000	0.138322
TRD	old	Pbre1_11G244600	Pbre1_03G222600	0.144442
TD	old	Pbre1_04G180400	Pbre1_04G180600	0.127785
TD	young	Pbre1_03G283200	Pbre1_03G283400	0.108988
TRD	old	Pbre1_06G074600	Pbre1_13G264800	0.22995
TD	young	Pbre1_13G471200	Pbre1_13G471400	0.0271884
TD	old	Pbre1_01G337000	Pbre1_01G337200	0.165769
TD	old	Pbre1_01G152000	Pbre1_01G152200	0.21122
PD	young	Pbre1_05G249400	Pbre1_05G249800	0.0512748
TD	old	Pbre1_01G128200	Pbre1_01G128400	0.287468
TD	old	Pbre1_12G304200	Pbre1_12G304400	0.307185
TD	young	Pbre1_16G045800	Pbre1_16G046000	0.0986468
TD	young	Pbre1_16G046200	Pbre1_16G046400	0.0643665
PD	old	Pbre1_06G105600	Pbre1_06G106000	0.276014
PD	old	Pbre1_03G049000	Pbre1_03G049400	0.21977
PD	old	Pbre1_17G222800	Pbre1_17G223400	0.307302
TD	young	Pbre1_09G208800	Pbre1_09G209000	0.0640135
TRD	old	Pbre1_06G379600	Pbre1_12G266600	0.304863
TD	young	Pbre1_15G720200	Pbre1_15G720400	0.0297331
TRD	old	Pbre1_15G436600	Pbre1_02G199400	0.337242
PD	old	Pbre1_05G422000	Pbre1_05G422600	0.409519
TD	old	Pbre1_05G365800	Pbre1_05G366000	0.093475
TD	young	Pbre1_08G112400	Pbre1_08G112600	0.0519697
TD	old	Pbre1_14G244800	Pbre1_14G245000	0.11691
TRD	old	Pbre1_10G211000	Pbre1_05G210000	0.168698
TRD	old	Pbre1_04G300800	Pbre1_12G332000	0.469168
TD	old	Pbre1_07G447000	Pbre1_07G447200	0.115061
TRD	old	Pbre1_17G166600	Pbre1_04G173000	0.389139
PD	old	Pbre1_01G269200	Pbre1_01G269600	0.146479
TD	old	Pbre1_10G382400	Pbre1_10G382600	0.138165
PD	old	Pbre1_01G326000	Pbre1_01G327000	0.110275
TRD	old	Pbre1_10G038200	Pbre1_11G403800	0.360309
TD	young	Pbre1_02G020000	Pbre1_02G020200	0.00276737
TRD	old	Pbre1_03G050200	Pbre1_13G414400	0.303306
PD	young	Pbre1_02G443000	Pbre1_02G443800	0.0271988
TRD	old	Pbre1_09G309000	Pbre1_14G216000	0.41617
PD	old	Pbre1_14G310400	Pbre1_14G312200	0.198554
PD	young	Pbre1_02G033800	Pbre1_02G034800	0.0275709
TRD	old	Pbre1_03G334600	Pbre1_03G318600	0.139831
TRD	old	Pbre1_07G386800	Pbre1_01G310200	0.319944
PD	old	Pbre1_17G461800	Pbre1_17G462200	0.0145247
TRD	old	Pbre1_03G450200	Pbre1_01G371200	0.261829
PD	old	Pbre1_05G462200	Pbre1_05G462600	0.175315
TD	old	Pbre1_15G148000	Pbre1_15G148200	0.423232
TD	old	Pbre1_15G013000	Pbre1_15G013200	0.276835
PD	old	Pbre1_03G235600	Pbre1_03G236200	0.20522
TD	young	Pbre1_11G119800	Pbre1_11G120000	0.0582907
TD	old	Pbre1_07G269400	Pbre1_07G269600	0.456381
TRD	young	Pbre1_07G434200	Pbre1_01G360200	0.10014
TD	old	Pbre1_14G304000	Pbre1_14G304200	0.458929
PD	old	Pbre1_01G324000	Pbre1_01G325600	0.0033303
TRD	old	Pbre1_09G286600	Pbre1_17G271200	0.329246
TRD	old	Pbre1_14G172600	Pbre1_12G171200	0.256631
PD	young	Pbre1_07G048400	Pbre1_07G049200	0.019157
PD	old	Pbre1_08G153000	Pbre1_08G154400	0.0485941
PD	old	Pbre1_12G205800	Pbre1_12G206200	0.47187
TRD	old	Pbre1_02G275400	Pbre1_17G016000	0.335156
TD	old	Pbre1_03G018400	Pbre1_03G018600	0.241102
TD	young	Pbre1_05G550800	Pbre1_05G551000	0.0998974
PD	young	Pbre1_17G100600	Pbre1_17G101200	0.0729909
TRD	old	Pbre1_12G284400	Pbre1_12G009600	0.2697
PD	old	Pbre1_01G304800	Pbre1_01G306200	0.180749
TRD	old	Pbre1_12G111800	Pbre1_12G107800	0.15328
TD	old	Pbre1_13G017000	Pbre1_13G017200	0.291749
TD	old	Pbre1_07G446400	Pbre1_07G446600	0.142283
TD	young	Pbre1_07G095600	Pbre1_07G095800	0.0811658
TD	old	Pbre1_15G752400	Pbre1_15G752600	0.167067
PD	old	Pbre1_05G268000	Pbre1_05G268800	0.194077
PD	old	Pbre1_04G304800	Pbre1_04G305200	0.301035
TRD	old	Pbre1_07G417800	Pbre1_01G341400	0.174808
PD	old	Pbre1_01G130200	Pbre1_01G131400	0.383692
TD	young	Pbre1_11G402000	Pbre1_11G402200	0.0453037
TD	young	Pbre1_17G159400	Pbre1_17G159600	0.0654134
TD	young	Pbre1_01G121200	Pbre1_01G121400	0.00836498
PD	young	Pbre1_15G525400	Pbre1_15G526000	0.0874526
TD	young	Pbre1_14G147400	Pbre1_14G147600	0.0314989
TRD	old	Pbre1_12G363200	Pbre1_15G758600	0.26738
TRD	old	Pbre1_05G237000	Pbre1_10G234600	0.281089
TRD	old	Pbre1_01G051800	Pbre1_12G331000	0.173303
TD	young	Pbre1_11G345800	Pbre1_11G346000	0.0688093
TRD	old	Pbre1_13G346200	Pbre1_01G143600	0.254616
PD	old	Pbre1_17G488000	Pbre1_17G489800	0.292134
TRD	old	Pbre1_09G303400	Pbre1_12G084400	0.283832
PD	old	Pbre1_15G241200	Pbre1_15G242200	0.331249
TRD	old	Pbre1_07G303600	Pbre1_17G043400	0.352873
TRD	old	Pbre1_14G127600	Pbre1_08G408400	0.43661
TRD	old	Pbre1_09G368800	Pbre1_09G435800	0.156483
PD	old	Pbre1_02G092400	Pbre1_02G093600	0.41944
PD	young	Pbre1_01G146400	Pbre1_01G147000	0.00742341
TRD	old	Pbre1_05G464200	Pbre1_10G437800	0.0981649
PD	young	Pbre1_11G423200	Pbre1_11G423800	0.0322898
TD	young	Pbre1_08G402600	Pbre1_08G402800	0.095888
TD	old	Pbre1_10G060800	Pbre1_10G061000	0.146778
TRD	old	Pbre1_07G078800	Pbre1_07G065800	0.169474
TD	young	Pbre1_06G256600	Pbre1_06G256800	0.0543464
TD	young	Pbre1_05G396000	Pbre1_05G396200	0.0654984
PD	old	Pbre1_04G351800	Pbre1_04G352400	0.281575
TRD	old	Pbre1_03G315800	Pbre1_03G383600	0.282702
TRD	old	Pbre1_17G396200	Pbre1_01G155400	0.382647
TD	old	Pbre1_15G153400	Pbre1_15G153600	0.223206
TD	old	Pbre1_17G151800	Pbre1_17G152000	0.235833
PD	old	Pbre1_13G270400	Pbre1_13G270800	0.4648
TD	old	Pbre1_08G388600	Pbre1_08G388800	0.124899
PD	young	Pbre1_15G298000	Pbre1_15G298800	0.0702356
TD	young	Pbre1_01G082800	Pbre1_01G083000	0.0126842
TRD	old	Pbre1_03G438200	Pbre1_10G472600	0.296585
TRD	old	Pbre1_03G302800	Pbre1_03G288600	0.0708758
TD	old	Pbre1_16G315400	Pbre1_16G315600	0.115092
PD	young	Pbre1_09G109400	Pbre1_09G109800	0.00878885
PD	old	Pbre1_12G037000	Pbre1_12G037400	0.0887806
TRD	old	Pbre1_13G019400	Pbre1_08G120400	0.166379
TRD	young	Pbre1_13G256800	Pbre1_16G265000	0.096134
TD	young	Pbre1_10G118600	Pbre1_10G118800	0.0391546
PD	old	Pbre1_01G138600	Pbre1_01G139000	0.183989
TD	old	Pbre1_10G037000	Pbre1_10G037200	0.459214
TRD	old	Pbre1_03G418000	Pbre1_07G100400	0.211772
PD	young	Pbre1_05G198000	Pbre1_05G199000	0.0143331
TRD	old	Pbre1_05G360000	Pbre1_02G103000	0.159142
TD	old	Pbre1_10G118400	Pbre1_10G118600	0.158641
PD	old	Pbre1_02G401400	Pbre1_02G401800	0.300242
TRD	old	Pbre1_08G274600	Pbre1_15G626800	0.223823
TD	old	Pbre1_02G126600	Pbre1_02G126800	0.383763
TD	old	Pbre1_09G306000	Pbre1_09G306200	0.246194
TRD	old	Pbre1_05G132200	Pbre1_01G341000	0.342682
TRD	old	Pbre1_15G710000	Pbre1_08G353000	0.198169
TD	young	Pbre1_15G215400	Pbre1_15G215600	0.104981
TD	young	Pbre1_09G210600	Pbre1_09G210800	0.0637425
TD	young	Pbre1_11G359400	Pbre1_11G359600	0.0256477
PD	old	Pbre1_05G212000	Pbre1_05G212400	0.115706
TD	young	Pbre1_09G341800	Pbre1_09G342000	0.0301322
TD	old	Pbre1_01G394600	Pbre1_01G394800	0.0279665
TD	young	Pbre1_01G053000	Pbre1_01G053200	0.0194083
TD	old	Pbre1_03G462800	Pbre1_03G463000	0.192106
PD	young	Pbre1_10G512800	Pbre1_10G513400	0.0109848
PD	young	Pbre1_07G065600	Pbre1_07G066400	0.0550681
PD	old	Pbre1_12G388000	Pbre1_12G388600	0.370593
TRD	old	Pbre1_10G350400	Pbre1_05G351600	0.288262
TRD	old	Pbre1_03G431400	Pbre1_11G466000	0.259161
PD	old	Pbre1_05G249200	Pbre1_05G249600	0.191016
TD	old	Pbre1_07G412400	Pbre1_07G412600	0.312996
TD	old	Pbre1_12G008400	Pbre1_12G008600	0.134694
TD	young	Pbre1_11G096000	Pbre1_11G096200	0.0728916
PD	old	Pbre1_09G064400	Pbre1_09G065000	0.17659
TD	young	Pbre1_16G287600	Pbre1_16G287800	0.0741842
PD	young	Pbre1_04G041800	Pbre1_04G042400	0.0256575
TRD	old	Pbre1_08G339600	Pbre1_15G698800	0.111064
TRD	old	Pbre1_01G039600	Pbre1_15G609600	0.165054
TRD	old	Pbre1_04G052600	Pbre1_06G153200	0.271882
TRD	old	Pbre1_11G185000	Pbre1_03G165400	0.174581
TRD	old	Pbre1_03G063800	Pbre1_06G177600	0.439114
TD	old	Pbre1_17G110600	Pbre1_17G110800	0.236605
TRD	old	Pbre1_04G338600	Pbre1_12G363400	0.151869
PD	old	Pbre1_06G171000	Pbre1_06G171600	0.159631
TD	old	Pbre1_14G121400	Pbre1_14G121600	0.413388
TRD	old	Pbre1_13G456000	Pbre1_04G068000	0.208557
TD	old	Pbre1_04G319400	Pbre1_04G319600	0.463499
TRD	old	Pbre1_03G336800	Pbre1_11G362200	0.148171
PD	old	Pbre1_02G421400	Pbre1_02G422400	0.395176
TD	young	Pbre1_11G441400	Pbre1_11G441600	0.0396071
TRD	old	Pbre1_17G295400	Pbre1_17G264200	0.206584
TD	old	Pbre1_04G077400	Pbre1_04G077600	0.0605503
TRD	young	Pbre1_10G055600	Pbre1_01G284000	0.018708
PD	old	Pbre1_03G048600	Pbre1_03G049200	0.214346
TD	old	Pbre1_15G206000	Pbre1_15G206200	0.391567
TD	young	Pbre1_04G301400	Pbre1_04G301600	0.0874526
TD	old	Pbre1_07G412600	Pbre1_07G412800	0.353423
TD	old	Pbre1_06G007400	Pbre1_06G007600	0.16103
TD	young	Pbre1_04G114000	Pbre1_04G114200	0.00778147
PD	old	Pbre1_04G053800	Pbre1_04G054400	0.13007
TRD	young	Pbre1_05G571600	Pbre1_02G210600	0.0464947
TD	old	Pbre1_07G494400	Pbre1_07G494600	0.140304
PD	old	Pbre1_02G431800	Pbre1_02G432400	0.216927
TRD	old	Pbre1_14G152000	Pbre1_03G326200	0.242566
TD	young	Pbre1_07G012800	Pbre1_07G013000	0.0915155
TRD	old	Pbre1_05G307600	Pbre1_03G127400	0.389014
TD	old	Pbre1_09G191600	Pbre1_09G191800	0.32392
TD	young	Pbre1_13G125600	Pbre1_13G125800	0.0474055
TD	young	Pbre1_09G336800	Pbre1_09G337000	0.0991199
TRD	old	Pbre1_06G166800	Pbre1_15G486200	0.00807919
PD	young	Pbre1_17G211200	Pbre1_17G211600	0.036186
TD	old	Pbre1_17G099600	Pbre1_17G099800	0.40944
TD	young	Pbre1_14G292800	Pbre1_14G293000	0.0230174
TD	old	Pbre1_17G075200	Pbre1_17G075400	0.298961
PD	old	Pbre1_15G234600	Pbre1_15G235200	0.287897
PD	young	Pbre1_13G463200	Pbre1_13G464200	0.0214443
TRD	old	Pbre1_16G395400	Pbre1_13G392000	0.240815
PD	old	Pbre1_02G279400	Pbre1_02G279800	0.373145
PD	young	Pbre1_15G745400	Pbre1_15G745800	0.0519189
TD	young	Pbre1_03G064600	Pbre1_03G064800	0.0665085
PD	old	Pbre1_04G043600	Pbre1_04G044000	0.470304
PD	old	Pbre1_03G270600	Pbre1_03G271200	0.180448
PD	young	Pbre1_09G377000	Pbre1_09G377400	0.0817021
TD	old	Pbre1_17G454200	Pbre1_17G454400	0.196164
PD	old	Pbre1_17G261200	Pbre1_17G261800	0.211173
TD	old	Pbre1_09G020800	Pbre1_09G021000	0.11626
TD	young	Pbre1_08G301600	Pbre1_08G301800	0.0346212
TD	old	Pbre1_10G453800	Pbre1_10G454000	0.184164
TD	old	Pbre1_05G462800	Pbre1_05G463000	0.125647
TD	young	Pbre1_05G185400	Pbre1_05G185600	0.00484361
PD	old	Pbre1_01G195200	Pbre1_01G196200	0.253257
TD	old	Pbre1_09G202600	Pbre1_09G202800	0.170121
TD	old	Pbre1_08G387800	Pbre1_08G388000	0.131208
PD	young	Pbre1_02G422200	Pbre1_02G423000	0.0247281
TRD	old	Pbre1_17G132000	Pbre1_14G385800	0.395531
TRD	old	Pbre1_03G208800	Pbre1_11G119400	0.202112
PD	young	Pbre1_13G454200	Pbre1_13G454600	0.0689526
TD	old	Pbre1_04G053400	Pbre1_04G053600	0.186662
TRD	old	Pbre1_14G147000	Pbre1_12G145000	0.313459
PD	old	Pbre1_11G019800	Pbre1_11G020200	0.192287
TRD	old	Pbre1_12G194200	Pbre1_04G124000	0.219566
TD	old	Pbre1_11G392200	Pbre1_11G392400	0.354002
TD	old	Pbre1_11G130400	Pbre1_11G130600	0.136213
TRD	old	Pbre1_14G203600	Pbre1_13G225600	0.356719
TRD	young	Pbre1_14G058000	Pbre1_13G471000	0.0274887
TD	old	Pbre1_10G488200	Pbre1_10G488400	0.101908
PD	young	Pbre1_17G487800	Pbre1_17G489600	0.0306517
TRD	old	Pbre1_10G224200	Pbre1_05G224000	0.255346
TRD	old	Pbre1_09G364600	Pbre1_02G337200	0.431448
PD	old	Pbre1_08G152800	Pbre1_08G153200	0.146296
PD	old	Pbre1_02G038400	Pbre1_02G038800	0.333893
TRD	old	Pbre1_17G230200	Pbre1_09G235400	0.243109
PD	young	Pbre1_10G531200	Pbre1_10G531600	0.0858422
PD	young	Pbre1_07G042600	Pbre1_07G043800	0.0337673
PD	old	Pbre1_10G443600	Pbre1_10G444000	0.248981
TRD	old	Pbre1_17G148200	Pbre1_09G150600	0.367938
TD	old	Pbre1_14G057200	Pbre1_14G057400	0.157657
TRD	old	Pbre1_01G377200	Pbre1_07G453000	0.202571
TRD	old	Pbre1_12G254400	Pbre1_04G218800	0.175049
TD	young	Pbre1_05G288200	Pbre1_05G288400	0.0903533
TD	old	Pbre1_03G377600	Pbre1_03G377800	0.245187
PD	old	Pbre1_02G395400	Pbre1_02G396800	0.0476211
PD	young	Pbre1_14G407000	Pbre1_14G407400	0.0747077
TRD	young	Pbre1_10G094000	Pbre1_08G182000	0.0979985
PD	young	Pbre1_10G573000	Pbre1_10G573400	0.11013
TRD	old	Pbre1_17G321800	Pbre1_13G449200	0.21638
TD	old	Pbre1_15G680600	Pbre1_15G680800	0.119651
PD	young	Pbre1_02G271200	Pbre1_02G271600	0.0155128
TRD	old	Pbre1_05G355200	Pbre1_10G330000	0.307126
TRD	old	Pbre1_05G255000	Pbre1_04G300200	0.30397
TRD	old	Pbre1_14G039600	Pbre1_11G456800	0.322171
TD	young	Pbre1_05G433200	Pbre1_05G433400	0.0869926
TRD	young	Pbre1_05G113000	Pbre1_13G219600	0.0817595
PD	old	Pbre1_06G035800	Pbre1_06G036200	0.216466
TD	young	Pbre1_15G697800	Pbre1_15G698000	0.0385057
TRD	old	Pbre1_05G127600	Pbre1_10G136800	0.181311
PD	old	Pbre1_01G236000	Pbre1_01G236600	0.0878817
TRD	old	Pbre1_09G044800	Pbre1_15G766000	0.462132
PD	old	Pbre1_11G031000	Pbre1_11G032200	0.112931
PD	young	Pbre1_13G464600	Pbre1_13G465600	0.0300351
PD	old	Pbre1_06G267000	Pbre1_06G267400	0.12778
TD	old	Pbre1_10G534800	Pbre1_10G535000	0.124882
TD	young	Pbre1_15G705000	Pbre1_15G705200	0.0142857
PD	old	Pbre1_06G028200	Pbre1_06G028600	0.167507
PD	old	Pbre1_03G156400	Pbre1_03G157800	0.350391
TRD	old	Pbre1_07G147800	Pbre1_08G132200	0.307759
TD	young	Pbre1_01G083200	Pbre1_01G083400	0.0163705
TRD	old	Pbre1_16G478400	Pbre1_06G043400	0.268427
TD	old	Pbre1_08G385200	Pbre1_08G385400	0.472746
TD	young	Pbre1_10G285800	Pbre1_10G286000	0.074963
TD	young	Pbre1_17G384800	Pbre1_17G385000	0.0620842
TD	young	Pbre1_17G238600	Pbre1_17G238800	0.0661296
TD	young	Pbre1_13G035800	Pbre1_13G036000	0.0294466
TD	young	Pbre1_08G035800	Pbre1_08G036000	0.0577277
PD	young	Pbre1_04G037600	Pbre1_04G038000	0.090244
TD	old	Pbre1_06G222600	Pbre1_06G222800	0.229634
PD	old	Pbre1_05G243000	Pbre1_05G243400	0.471408
TD	old	Pbre1_10G296200	Pbre1_10G296400	0.378434
PD	young	Pbre1_11G517000	Pbre1_11G517600	0.039816
TRD	old	Pbre1_04G095600	Pbre1_06G075000	0.125614
TRD	young	Pbre1_07G226200	Pbre1_05G152400	0.00591998
PD	old	Pbre1_11G096400	Pbre1_11G096800	0.135905
TRD	old	Pbre1_03G246600	Pbre1_10G514400	0.370381
TD	old	Pbre1_10G127000	Pbre1_10G127200	0.0951971
TD	young	Pbre1_17G416600	Pbre1_17G416800	0.0664947
TRD	old	Pbre1_10G103200	Pbre1_03G395400	0.163648
TD	young	Pbre1_15G179000	Pbre1_15G179200	0.0395387
TRD	old	Pbre1_09G362200	Pbre1_17G359000	0.223693
TRD	old	Pbre1_16G443200	Pbre1_13G030600	0.245334
TRD	young	Pbre1_12G065200	Pbre1_12G286400	0.101556
PD	old	Pbre1_04G293400	Pbre1_04G294800	0.0959265
PD	old	Pbre1_07G277400	Pbre1_07G278000	0.159247
TD	young	Pbre1_08G096000	Pbre1_08G096200	0.0341505
PD	old	Pbre1_09G239200	Pbre1_09G239600	0.244429
TRD	old	Pbre1_06G142600	Pbre1_14G189400	0.348656
PD	young	Pbre1_05G197600	Pbre1_05G198600	0.107886
TD	old	Pbre1_05G481200	Pbre1_05G481400	0.152026
PD	old	Pbre1_13G464400	Pbre1_13G465600	0.137872
PD	young	Pbre1_03G139200	Pbre1_03G139800	0.0946519
TD	young	Pbre1_15G041400	Pbre1_15G041600	0.00717377
TRD	old	Pbre1_07G257600	Pbre1_12G143600	0.210976
TD	old	Pbre1_15G403200	Pbre1_15G403400	0.199165
TD	old	Pbre1_12G227000	Pbre1_12G227200	0.292323
TD	old	Pbre1_02G213600	Pbre1_02G213800	0.280096
TD	young	Pbre1_05G181200	Pbre1_05G181400	0.0264664
TD	young	Pbre1_06G169400	Pbre1_06G169600	0.065377
TD	old	Pbre1_01G415600	Pbre1_01G415800	0.289342
TD	old	Pbre1_02G495200	Pbre1_02G495400	0.188407
TRD	old	Pbre1_16G399600	Pbre1_11G119400	0.322955
TD	young	Pbre1_06G029600	Pbre1_06G029800	0.0198867
TRD	young	Pbre1_05G085200	Pbre1_13G212800	0.0269667
TRD	old	Pbre1_09G215600	Pbre1_09G164400	0.190045
TD	old	Pbre1_04G218000	Pbre1_04G218200	0.22011
TD	old	Pbre1_04G222400	Pbre1_04G222600	0.316234
TRD	old	Pbre1_03G020200	Pbre1_11G021400	0.218466
TRD	old	Pbre1_05G106600	Pbre1_15G110200	0.336953
TRD	old	Pbre1_14G163600	Pbre1_11G070400	0.219858
PD	young	Pbre1_08G132600	Pbre1_08G133400	0.0970192
TD	young	Pbre1_05G063800	Pbre1_05G064000	0.0706283
PD	young	Pbre1_10G376400	Pbre1_10G377200	0.0373367
TD	young	Pbre1_14G377600	Pbre1_14G377800	0.0719961
TRD	old	Pbre1_15G627000	Pbre1_15G253000	0.11554
TRD	old	Pbre1_07G438400	Pbre1_01G363800	0.276201
TD	young	Pbre1_14G174800	Pbre1_14G175000	0.0653031
TRD	old	Pbre1_06G167000	Pbre1_15G486400	0.300493
TD	old	Pbre1_13G139400	Pbre1_13G139600	0.126054
TRD	old	Pbre1_08G190400	Pbre1_15G167800	0.169866
TRD	old	Pbre1_02G323400	Pbre1_15G217800	0.47122
PD	young	Pbre1_13G069400	Pbre1_13G070000	0.0221711
TRD	old	Pbre1_02G381600	Pbre1_05G212800	0.146103
TD	young	Pbre1_09G462400	Pbre1_09G462600	0.0319863
TRD	young	Pbre1_07G057800	Pbre1_02G248400	0.0533002
TRD	old	Pbre1_09G395200	Pbre1_17G411600	0.183216
TRD	old	Pbre1_09G144200	Pbre1_13G034000	0.209717
TRD	old	Pbre1_06G030200	Pbre1_17G136200	0.414036
TD	old	Pbre1_05G028400	Pbre1_05G028600	0.0471712
PD	young	Pbre1_16G045600	Pbre1_16G046200	0.0603468
TRD	old	Pbre1_05G372400	Pbre1_14G058600	0.381805
TRD	young	Pbre1_01G135400	Pbre1_09G008000	0.100883
TD	young	Pbre1_08G208800	Pbre1_08G209000	0.00542097
TD	old	Pbre1_09G061200	Pbre1_09G061400	0.370908
TD	old	Pbre1_02G237200	Pbre1_02G237400	0.462535
PD	young	Pbre1_08G035000	Pbre1_08G035800	0.0669983
PD	old	Pbre1_07G421400	Pbre1_07G421800	0.293562
TD	old	Pbre1_15G673400	Pbre1_15G673600	0.165566
TRD	old	Pbre1_13G446800	Pbre1_04G058800	0.128438
TRD	old	Pbre1_15G600000	Pbre1_12G174000	0.189888
PD	young	Pbre1_05G181800	Pbre1_05G182200	0.0181386
PD	young	Pbre1_14G365000	Pbre1_14G366000	0.00350433
TRD	old	Pbre1_02G499400	Pbre1_07G015400	0.145874
TRD	old	Pbre1_03G160800	Pbre1_03G157800	0.427371
TD	young	Pbre1_07G403400	Pbre1_07G403600	0.106422
PD	old	Pbre1_05G239600	Pbre1_05G240000	0.128658
PD	old	Pbre1_03G197600	Pbre1_03G198200	0.158067
TD	old	Pbre1_11G500000	Pbre1_11G500200	0.147436
TD	young	Pbre1_04G013400	Pbre1_04G013600	0.0521495
