pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_08G145800-Pbre1_08G146200	GMYN	0.0447305	0.0631114	0.708755	Pbre1_08G145800-Pbre1_08G146200.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G384400-Pbre1_07G023000	GMYN	0.317862	1.87296	0.169711	Pbre1_09G384400-Pbre1_07G023000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G131000-Pbre1_02G131200	GMYN	0.0615691	0.229843	0.267875	Pbre1_02G131000-Pbre1_02G131200.cds_aln.axt.kaks	Specialization	TD
Pbre1_04G258600-Pbre1_08G132200	GMYN	0.247275	0.948583	0.260678	Pbre1_04G258600-Pbre1_08G132200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G124800-Pbre1_15G115000	GMYN	0.027023	0.255272	0.105859	Pbre1_08G124800-Pbre1_15G115000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G152800-Pbre1_05G528600	GMYN	0.480513	1.7358	0.276825	Pbre1_17G152800-Pbre1_05G528600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G189800-Pbre1_11G190000	GMYN	0.218599	0.76869	0.284379	Pbre1_11G189800-Pbre1_11G190000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_13G104000-Pbre1_13G079200	GMYN	0.290486	5.47313	0.0530749	Pbre1_13G104000-Pbre1_13G079200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G323200-Pbre1_04G081400	GMYN	0.0468281	0.105573	0.443562	Pbre1_17G323200-Pbre1_04G081400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G281200-Pbre1_10G282200	GMYN	0.0891462	0.18593	0.479461	Pbre1_10G281200-Pbre1_10G282200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_02G484000-Pbre1_02G506000	GMYN	0.0922496	0.205235	0.449483	Pbre1_02G484000-Pbre1_02G506000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G087400-Pbre1_15G088400	GMYN	0.185237	0.473959	0.390828	Pbre1_15G087400-Pbre1_15G088400.cds_aln.axt.kaks	Specialization	PD
Pbre1_12G148000-Pbre1_14G151600	GMYN	0.0652364	0.180201	0.36202	Pbre1_12G148000-Pbre1_14G151600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_06G144000-Pbre1_14G189000	GMYN	0.0821773	0.337579	0.243431	Pbre1_06G144000-Pbre1_14G189000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G019600-Pbre1_13G019800	GMYN	0.0588931	0.204574	0.287881	Pbre1_13G019600-Pbre1_13G019800.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G240400-Pbre1_12G333800	GMYN	0.704761	4.41403	0.159664	Pbre1_11G240400-Pbre1_12G333800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G403400-Pbre1_06G366400	GMYN	0.12203	0.376094	0.324466	Pbre1_14G403400-Pbre1_06G366400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G412400-Pbre1_02G412800	GMYN	0.106256	0.0553415	1.92	Pbre1_02G412400-Pbre1_02G412800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_15G326400-Pbre1_02G016800	GMYN	0.356491	0.589696	0.604533	Pbre1_15G326400-Pbre1_02G016800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G187600-Pbre1_11G189400	GMYN	0.0370265	0.0887234	0.417325	Pbre1_11G187600-Pbre1_11G189400.cds_aln.axt.kaks	Specialization	PD
Pbre1_17G361600-Pbre1_17G361800	GMYN	0.0461565	0.133342	0.346151	Pbre1_17G361600-Pbre1_17G361800.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G454600-Pbre1_14G178000	GMYN	0.0704841	0.237605	0.296644	Pbre1_09G454600-Pbre1_14G178000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G781400-Pbre1_07G468600	GMYN	0.159179	0.232956	0.6833	Pbre1_15G781400-Pbre1_07G468600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G067200-Pbre1_13G062000	GMYN	0.291414	0.903438	0.322561	Pbre1_16G067200-Pbre1_13G062000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_08G033600-Pbre1_08G034000	GMYN	0.06302	0.256915	0.245296	Pbre1_08G033600-Pbre1_08G034000.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G487200-Pbre1_17G503200	GMYN	0.0594226	0.208121	0.285519	Pbre1_09G487200-Pbre1_17G503200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G370400-Pbre1_01G239400	GMYN	0.0308088	0.106784	0.288515	Pbre1_16G370400-Pbre1_01G239400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G422400-Pbre1_13G412400	GMYN	0.0394445	0.122602	0.321729	Pbre1_16G422400-Pbre1_13G412400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G043000-Pbre1_08G075600	GMYN	0.369495	2.91976	0.12655	Pbre1_04G043000-Pbre1_08G075600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G368000-Pbre1_02G113200	GMYN	0.270811	0.399545	0.6778	Pbre1_04G368000-Pbre1_02G113200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G116000-Pbre1_17G117600	GMYN	0.0712237	0.103663	0.687067	Pbre1_17G116000-Pbre1_17G117600.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_13G429400-Pbre1_13G429800	GMYN	0.191762	0.296978	0.645711	Pbre1_13G429400-Pbre1_13G429800.cds_aln.axt.kaks	Conservation	PD
Pbre1_14G384600-Pbre1_06G345600	GMYN	0.0143082	0.248339	0.0576156	Pbre1_14G384600-Pbre1_06G345600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G089200-Pbre1_14G089200	GMYN	0.0675707	0.487616	0.138574	Pbre1_12G089200-Pbre1_14G089200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_07G477400-Pbre1_01G403200	GMYN	0.297366	0.53393	0.556938	Pbre1_07G477400-Pbre1_01G403200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G334800-Pbre1_04G335400	GMYN	0.0207771	0.0236676	0.877873	Pbre1_04G334800-Pbre1_04G335400.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_17G427000-Pbre1_12G440000	GMYN	0.0651515	0.153003	0.425817	Pbre1_17G427000-Pbre1_12G440000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G139200-Pbre1_09G139600	GMYN	0.39125	0.446659	0.875948	Pbre1_09G139200-Pbre1_09G139600.cds_aln.axt.kaks	Specialization	PD
Pbre1_15G110000-Pbre1_15G062400	GMYN	0.255441	0.4612	0.553861	Pbre1_15G110000-Pbre1_15G062400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G435000-Pbre1_05G435200	GMYN	0.00461383	0.0232601	0.198358	Pbre1_05G435000-Pbre1_05G435200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_08G382200-Pbre1_17G037200	GMYN	0.353082	1.37543	0.256706	Pbre1_08G382200-Pbre1_17G037200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G032000-Pbre1_04G370800	GMYN	0.267006	0.706395	0.377984	Pbre1_11G032000-Pbre1_04G370800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G030800-Pbre1_05G537800	GMYN	0.159886	0.431229	0.370769	Pbre1_14G030800-Pbre1_05G537800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G005000-Pbre1_10G005800	GMYN	0.0345423	0.146372	0.235989	Pbre1_05G005000-Pbre1_10G005800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_08G074000-Pbre1_06G341600	GMYN	0.0223473	0.0885138	0.252472	Pbre1_08G074000-Pbre1_06G341600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G143600-Pbre1_06G104800	GMYN	0.0583084	0.183759	0.317309	Pbre1_04G143600-Pbre1_06G104800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G206000-Pbre1_04G206600	GMYN	0.15799	0.183427	0.861323	Pbre1_04G206000-Pbre1_04G206600.cds_aln.axt.kaks	Specialization	PD
Pbre1_17G099600-Pbre1_17G100200	GMYN	0.0649405	0.0738599	0.879239	Pbre1_17G099600-Pbre1_17G100200.cds_aln.axt.kaks	Specialization	PD
Pbre1_02G086400-Pbre1_12G387200	GMYN	0.236575	0.921204	0.25681	Pbre1_02G086400-Pbre1_12G387200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G209200-Pbre1_04G370800	GMYN	0.329644	1.39505	0.236296	Pbre1_05G209200-Pbre1_04G370800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G071400-Pbre1_11G473800	GMYN	0.218981	0.756067	0.289632	Pbre1_17G071400-Pbre1_11G473800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G296400-Pbre1_08G398800	GMYN	0.14353	0.367584	0.390469	Pbre1_03G296400-Pbre1_08G398800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G062600-Pbre1_09G062800	GMYN	0.13114	0.379532	0.34553	Pbre1_09G062600-Pbre1_09G062800.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G294400-Pbre1_15G197600	GMYN	0.0396137	0.0316681	1.2509	Pbre1_08G294400-Pbre1_15G197600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G218000-Pbre1_09G224000	GMYN	0.0974475	0.217065	0.448932	Pbre1_17G218000-Pbre1_09G224000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G113200-Pbre1_11G114000	GMYN		0.00627146	1.77028e-13	Pbre1_11G113200-Pbre1_11G114000.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G771600-Pbre1_09G076000	GMYN	0.289477	0.484496	0.597481	Pbre1_15G771600-Pbre1_09G076000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G255800-Pbre1_10G256200	GMYN	0.0406072	0.0969441	0.418872	Pbre1_10G255800-Pbre1_10G256200.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_03G004400-Pbre1_03G004600	GMYN	0.263322	1.42164	0.185224	Pbre1_03G004400-Pbre1_03G004600.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G453000-Pbre1_04G072400	GMYN	0.0435071	0.142692	0.304902	Pbre1_13G453000-Pbre1_04G072400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G042400-Pbre1_06G042600	GMYN		0.150705	0.0	Pbre1_06G042400-Pbre1_06G042600.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G245800-Pbre1_15G246000	GMYN	0.0653482	0.170286	0.383756	Pbre1_15G245800-Pbre1_15G246000.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G275600-Pbre1_15G275800	GMYN	0.00391797	0.51032	0.00767747	Pbre1_15G275600-Pbre1_15G275800.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G060000-Pbre1_01G302000	GMYN	0.331864	0.334902	0.99093	Pbre1_15G060000-Pbre1_01G302000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G176800-Pbre1_13G359000	GMYN	0.132082	0.501361	0.263446	Pbre1_13G176800-Pbre1_13G359000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G432000-Pbre1_01G432600	GMYN	0.0704753	0.0763499	0.923057	Pbre1_01G432000-Pbre1_01G432600.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_13G483000-Pbre1_04G022600	GMYN	0.103096	0.170605	0.604298	Pbre1_13G483000-Pbre1_04G022600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G273400-Pbre1_17G107800	GMYN	0.269183	0.472375	0.56985	Pbre1_17G273400-Pbre1_17G107800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_06G276400-Pbre1_14G317000	GMYN	0.0251003	0.180091	0.139376	Pbre1_06G276400-Pbre1_14G317000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G213600-Pbre1_13G213800	GMYN	0.0139903	0.0678556	0.206177	Pbre1_13G213600-Pbre1_13G213800.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G094000-Pbre1_08G094200	GMYN	0.0524194	0.117832	0.444867	Pbre1_08G094000-Pbre1_08G094200.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_08G228400-Pbre1_10G293800	GMYN	0.435194	1.12253	0.387691	Pbre1_08G228400-Pbre1_10G293800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G124800-Pbre1_09G125000	GMYN	0.271286	0.446939	0.606987	Pbre1_09G124800-Pbre1_09G125000.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G122400-Pbre1_14G420400	GMYN	0.307534	1.51378	0.203156	Pbre1_15G122400-Pbre1_14G420400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_12G385400-Pbre1_12G386200	GMYN	0.125891	0.510347	0.246677	Pbre1_12G385400-Pbre1_12G386200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_15G672200-Pbre1_15G672400	GMYN	0.222647	0.65285	0.341038	Pbre1_15G672200-Pbre1_15G672400.cds_aln.axt.kaks	Conservation	TD
Pbre1_05G125600-Pbre1_06G067200	GMYN	0.477399	0.719882	0.663163	Pbre1_05G125600-Pbre1_06G067200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G304200-Pbre1_10G449800	GMYN	0.378493	1.69161	0.223747	Pbre1_01G304200-Pbre1_10G449800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G404200-Pbre1_06G366800	GMYN	0.039662	0.17932	0.22118	Pbre1_14G404200-Pbre1_06G366800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G128000-Pbre1_10G135800	GMYN	0.031462	0.177197	0.177554	Pbre1_05G128000-Pbre1_10G135800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G274800-Pbre1_15G626800	GMYN	0.0840097	0.343655	0.24446	Pbre1_08G274800-Pbre1_15G626800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G465200-Pbre1_13G466000	GMYN	0.00312816	0.00644397	0.48544	Pbre1_13G465200-Pbre1_13G466000.cds_aln.axt.kaks	Conservation	PD
Pbre1_09G233200-Pbre1_17G228000	GMYN	0.075494	0.0994794	0.758891	Pbre1_09G233200-Pbre1_17G228000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G346000-Pbre1_14G342400	GMYN	0.0153351	0.0161867	0.947388	Pbre1_14G346000-Pbre1_14G342400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G417400-Pbre1_17G418000	GMYN	0.0316391	0.0504073	0.627669	Pbre1_17G417400-Pbre1_17G418000.cds_aln.axt.kaks	Conservation	PD
Pbre1_08G188400-Pbre1_08G188600	GMYN	0.0670369	0.143618	0.466773	Pbre1_08G188400-Pbre1_08G188600.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G347400-Pbre1_04G355400	GMYN	0.206456	0.240947	0.856855	Pbre1_11G347400-Pbre1_04G355400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G513800-Pbre1_15G514000	GMYN	0.512137	2.18189	0.234721	Pbre1_15G513800-Pbre1_15G514000.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G172400-Pbre1_11G182200	GMYN	0.331335	1.71968	0.192672	Pbre1_13G172400-Pbre1_11G182200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G422800-Pbre1_16G287000	GMYN	0.17659	0.662587	0.266516	Pbre1_13G422800-Pbre1_16G287000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G394600-Pbre1_10G375000	GMYN	0.296712	0.154794	1.91681	Pbre1_05G394600-Pbre1_10G375000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G201600-Pbre1_04G355400	GMYN	0.273142	0.658746	0.41464	Pbre1_03G201600-Pbre1_04G355400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G102800-Pbre1_04G103000	GMYN	0.0345827	0.0740611	0.466948	Pbre1_04G102800-Pbre1_04G103000.cds_aln.axt.kaks	Conservation	TD
Pbre1_07G209200-Pbre1_01G120600	GMYN	0.187271	0.668821	0.280001	Pbre1_07G209200-Pbre1_01G120600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G137200-Pbre1_05G398800	GMYN	0.301853	0.551374	0.547456	Pbre1_09G137200-Pbre1_05G398800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G067400-Pbre1_03G067600	GMYN	0.0284366	0.095718	0.297087	Pbre1_03G067400-Pbre1_03G067600.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G180800-Pbre1_06G181000	GMYN	0.0548177	0.616178	0.0889642	Pbre1_06G180800-Pbre1_06G181000.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G310400-Pbre1_09G325000	GMYN	0.0521484	0.364977	0.142881	Pbre1_17G310400-Pbre1_09G325000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G050000-Pbre1_06G050200	GMYN	0.033527	0.0920366	0.364279	Pbre1_06G050000-Pbre1_06G050200.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G277800-Pbre1_16G429000	GMYN	0.0677378	0.194896	0.347559	Pbre1_03G277800-Pbre1_16G429000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G378400-Pbre1_12G378600	GMYN	0.0694055	0.228746	0.303418	Pbre1_12G378400-Pbre1_12G378600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_06G002600-Pbre1_10G223000	GMYN	0.0461788	0.167572	0.275577	Pbre1_06G002600-Pbre1_10G223000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G381800-Pbre1_02G382000	GMYN	0.181811	0.18174	1.00039	Pbre1_02G381800-Pbre1_02G382000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_08G105600-Pbre1_15G106000	GMYN	0.0305017	0.217712	0.140101	Pbre1_08G105600-Pbre1_15G106000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G111800-Pbre1_17G494800	GMYN	0.20267	0.797934	0.253993	Pbre1_13G111800-Pbre1_17G494800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G036200-Pbre1_09G036400	GMYN	0.298761	0.670646	0.445483	Pbre1_09G036200-Pbre1_09G036400.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G426800-Pbre1_03G410000	GMYN	0.100885	0.0886564	1.13794	Pbre1_16G426800-Pbre1_03G410000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G023000-Pbre1_14G023400	GMYN	0.113985	0.195699	0.582454	Pbre1_14G023000-Pbre1_14G023400.cds_aln.axt.kaks	Specialization	PD
Pbre1_06G070400-Pbre1_06G071400	GMYN	0.0938975	0.151477	0.619879	Pbre1_06G070400-Pbre1_06G071400.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G463800-Pbre1_03G464000	GMYN	0.0644941	0.0458099	1.40786	Pbre1_03G463800-Pbre1_03G464000.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G097600-Pbre1_14G097800	GMYN	0.734766	2.64185	0.278126	Pbre1_14G097600-Pbre1_14G097800.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G403000-Pbre1_09G487400	GMYN	0.126473	0.500335	0.252776	Pbre1_16G403000-Pbre1_09G487400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G014000-Pbre1_06G014600	GMYN	0.190391	0.523586	0.363629	Pbre1_06G014000-Pbre1_06G014600.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G225600-Pbre1_11G225800	GMYN	0.03693	0.117559	0.314141	Pbre1_11G225600-Pbre1_11G225800.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G034600-Pbre1_09G312200	GMYN	0.436476	2.71411	0.160817	Pbre1_02G034600-Pbre1_09G312200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G471000-Pbre1_13G324000	GMYN	0.255083	0.619384	0.411833	Pbre1_07G471000-Pbre1_13G324000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G201200-Pbre1_11G222000	GMYN	0.0782253	0.248967	0.314199	Pbre1_03G201200-Pbre1_11G222000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_12G265400-Pbre1_12G265800	GMYN	0.0488067	0.268146	0.182015	Pbre1_12G265400-Pbre1_12G265800.cds_aln.axt.kaks	Specialization	PD
Pbre1_10G201800-Pbre1_10G202000	GMYN	0.0540788	0.243493	0.222096	Pbre1_10G201800-Pbre1_10G202000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_08G235800-Pbre1_15G208000	GMYN	0.202835	0.313337	0.64734	Pbre1_08G235800-Pbre1_15G208000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G325800-Pbre1_01G378400	GMYN	0.241252	0.528616	0.456385	Pbre1_09G325800-Pbre1_01G378400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_17G476600-Pbre1_17G476800	GMYN	0.00783942	0.0251528	0.311672	Pbre1_17G476600-Pbre1_17G476800.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G758600-Pbre1_15G758800	GMYN	0.0447182	0.051908	0.861491	Pbre1_15G758600-Pbre1_15G758800.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G749200-Pbre1_15G262400	GMYN	0.0152241	0.45336	0.0335806	Pbre1_15G749200-Pbre1_15G262400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G321000-Pbre1_05G337200	GMYN	0.0497121	0.160755	0.309242	Pbre1_10G321000-Pbre1_05G337200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G368800-Pbre1_01G369400	GMYN	0.0383434	0.0633912	0.604868	Pbre1_01G368800-Pbre1_01G369400.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_09G459800-Pbre1_09G460400	GMYN	0.13276	0.188001	0.706169	Pbre1_09G459800-Pbre1_09G460400.cds_aln.axt.kaks	Specialization	PD
Pbre1_01G426000-Pbre1_01G426200	GMYN	0.0564012	0.184742	0.305297	Pbre1_01G426000-Pbre1_01G426200.cds_aln.axt.kaks	Specialization	TD
Pbre1_04G016400-Pbre1_04G018200	GMYN		0.14739	2.25976e-14	Pbre1_04G016400-Pbre1_04G018200.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G064400-Pbre1_02G018600	GMYN	0.0310703	0.0114508	2.71337	Pbre1_15G064400-Pbre1_02G018600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G048000-Pbre1_15G038800	GMYN	0.107978	0.235119	0.459251	Pbre1_08G048000-Pbre1_15G038800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_11G177800-Pbre1_11G178000	GMYN	0.155057	0.225213	0.688494	Pbre1_11G177800-Pbre1_11G178000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_12G439800-Pbre1_10G514200	GMYN	0.146361	0.302339	0.484097	Pbre1_12G439800-Pbre1_10G514200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G694200-Pbre1_15G694600	GMYN	0.173948	0.427712	0.406695	Pbre1_15G694200-Pbre1_15G694600.cds_aln.axt.kaks	Specialization	PD
Pbre1_14G036800-Pbre1_14G037000	GMYN	0.1517	0.191773	0.791036	Pbre1_14G036800-Pbre1_14G037000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_17G444600-Pbre1_17G445200	GMYN	0.109645	0.202978	0.540181	Pbre1_17G444600-Pbre1_17G445200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_15G766000-Pbre1_15G766400	GMYN	0.18136	0.238471	0.760513	Pbre1_15G766000-Pbre1_15G766400.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G783600-Pbre1_05G579600	GMYN	0.0307661	0.0575201	0.534875	Pbre1_15G783600-Pbre1_05G579600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G307800-Pbre1_06G308000	GMYN	0.297769	0.695982	0.42784	Pbre1_06G307800-Pbre1_06G308000.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G390600-Pbre1_10G223600	GMYN	0.212816	0.537718	0.395777	Pbre1_06G390600-Pbre1_10G223600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G437400-Pbre1_05G437800	GMYN		0.0139104	2.39438e-13	Pbre1_05G437400-Pbre1_05G437800.cds_aln.axt.kaks	Conservation	PD
Pbre1_08G177200-Pbre1_08G185400	GMYN	0.122613	0.291601	0.42048	Pbre1_08G177200-Pbre1_08G185400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G131400-Pbre1_02G424200	GMYN	0.648798	4.47771	0.144895	Pbre1_04G131400-Pbre1_02G424200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G487600-Pbre1_15G539000	GMYN	0.00277975	0.0668678	0.0415708	Pbre1_02G487600-Pbre1_15G539000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G440800-Pbre1_05G375800	GMYN	0.0906438	0.128762	0.703962	Pbre1_05G440800-Pbre1_05G375800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G448800-Pbre1_17G449000	GMYN	0.0220825	0.0143789	1.53576	Pbre1_17G448800-Pbre1_17G449000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_04G076400-Pbre1_08G284600	GMYN	0.0243327	0.0499668	0.486977	Pbre1_04G076400-Pbre1_08G284600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G003000-Pbre1_17G082800	GMYN	0.357892	1.18107	0.303024	Pbre1_07G003000-Pbre1_17G082800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G108400-Pbre1_05G109000	GMYN	0.0605704	0.020619	2.9376	Pbre1_05G108400-Pbre1_05G109000.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_15G528000-Pbre1_02G288000	GMYN	0.0532692	0.169614	0.314061	Pbre1_15G528000-Pbre1_02G288000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G451400-Pbre1_03G355800	GMYN	0.299743	0.650476	0.460805	Pbre1_15G451400-Pbre1_03G355800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G329800-Pbre1_04G330000	GMYN	0.0322416	0.399105	0.0807847	Pbre1_04G329800-Pbre1_04G330000.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G711000-Pbre1_05G075800	GMYN	0.0918434	0.146015	0.628998	Pbre1_15G711000-Pbre1_05G075800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G122200-Pbre1_02G122400	GMYN	0.356423	0.783738	0.454773	Pbre1_02G122200-Pbre1_02G122400.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_06G135800-Pbre1_06G070400	GMYN	0.387396	0.579829	0.668122	Pbre1_06G135800-Pbre1_06G070400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G082000-Pbre1_09G453600	GMYN	0.457317	3.28315	0.139292	Pbre1_13G082000-Pbre1_09G453600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
